Product Id,Product Handle,Product Title,Product Status,Product Description,Product Subtitle,Product External Id,Product Thumbnail,Product Collection Id,Product Type Id,Product Created At,Product Deleted At,Product Discountable,Product Height,Product Hs Code,Product Image 1,Product Image 2,Product Image 3,Product Is Giftcard,Product Length,Product Material,Product Mid Code,Product Origin Country,Product Sales Channel 1,Product Tag 1,Product Tag 2,Product Tag 3,Product Tag 4,Product Updated At,Product Weight,Product Width,Variant Id,Variant Title,Variant Sku,Variant Upc,Variant Ean,Variant Hs Code,Variant Mid Code,Variant Manage Inventory,Variant Allow Backorder,Variant Barcode,Variant Created At,Variant Deleted At,Variant Height,Variant Length,Variant Material,Variant Metadata,Variant Option 1 Name,Variant Option 1 Value,Variant Origin Country,Variant Price INR,Variant Price PKR,Variant Product Id,Variant Updated At,Variant Variant Rank,Variant Weight,Variant Width
prod_01K20NZB8P8TM934QN5Y9K9T1V,fabi-ayyi-rabbikuma-modern-calligraphy,Favors of Your Lord | Contemporary Thuluth Calligraphy,draft,"Featuring the powerful verse AN(P#NJPQ "DN'!P 1N(PQCOEN' *OCN0PQ(N'FP from Surah Ar-Rahman, this artwork makes a dramatic statement with its modern Thuluth-style calligraphy in bold black ink against a moody grayscale background. The white border around the flowing Arabic script gives the text a carved, elevated effect. Completed with a silver ornamental frame, this piece is perfect for spaces that blend modern aesthetics with spiritual meaning  ideal for foyers, lounges, or spiritual corners.",A divine echo in bold form  reminding hearts with every glance.,,http://localhost:9000/static/1754517187678-Frame%202.jpg,pcol_01K20R62AR9QZM8R9AQKJ2RCH5,,2025-08-06T21:53:07.864Z,,true,24,,http://localhost:9000/static/1754517187678-Frame%202.jpg,,,false,2,,,pk,sc_01K20F4ZKA5B6EPMVVZRNSBFAW,Modern/Abstract Calligraphy,Allah & Islamic Names ,,,2025-08-06T22:32:48.300Z,,34,variant_01K20NZBAFDW1781D1VP208JSR,Default variant,,,,,,false,false,,2025-08-06T21:53:07.919Z,,,,,,Default option,Default option value,,4790,16000,prod_01K20NZB8P8TM934QN5Y9K9T1V,2025-08-06T21:53:07.919Z,0,,
prod_01K20P214XX3SXQZZY1QSY4E9T,qul-surah-ikhlas-calligraphy-frame,Qul | Surah Ikhlas Border Calligraphy Frame,draft,"This elegant artwork features the opening word ""Qul"" (BODR) from Surah Ikhlas, set boldly on the right side in large calligraphy, surrounded by the full Surah written in a rectangular border format in intricate script. The balance between simplicity and detail gives this piece a meditative quality, perfect for adding spiritual depth to a modern or traditional room. Encased in a golden frame, it's ideal for living rooms, offices, and prayer corners.",A timeless echo of divine unity  minimal yet deeply spiritual.,,http://localhost:9000/static/1754517275659-images%20(14).jpg,pcol_01K20QJP2W99M1SCX97RN2CR45,,2025-08-06T21:54:35.806Z,,true,24,,http://localhost:9000/static/1754517275659-images%20(14).jpg,,,false,2,,,pk,sc_01K20F4ZKA5B6EPMVVZRNSBFAW,Verses from Quran,,,,2025-08-06T22:21:30.607Z,,36,variant_01K20P216G19YS09MV53NRNT5T,Default variant,,,,,,false,false,,2025-08-06T21:54:35.856Z,,,,,,Default option,Default option value,,4200,14000,prod_01K20P214XX3SXQZZY1QSY4E9T,2025-08-06T21:54:35.856Z,0,,
prod_01K20P4KYNH6ETFQ6ZFK1Q992P,circular-qul-surah-ikhlas-golden-frame,Qul | Circular Surah Ikhlas Calligraphy Frame,draft,"This striking artwork features the word ""Qul"" (BODR) boldly centered, surrounded by the full Surah Ikhlas arranged in concentric circular bands of elegant Arabic calligraphy. The contrast of deep black and blue script on a golden background adds regal charm to any space. A perfect symbol of monotheism and divine power, this frame makes a serene and spiritual statement in your living room, hallway, or prayer corner.",Unity in every direction  Surah Ikhlas in timeless circular beauty.,,http://localhost:9000/static/1754517360449-images%20(16).jpg,pcol_01K20PZ7EBTYDFJHV1AP9XGAEE,,2025-08-06T21:56:00.598Z,,true,22,,http://localhost:9000/static/1754517360449-images%20(16).jpg,,,false,2,,,pk,sc_01K20F4ZKA5B6EPMVVZRNSBFAW,Verses from Quran,,,,2025-08-06T22:11:01.088Z,,22,variant_01K20P4M07FT1E4ZR6201NTCES,Default variant,,,,,,false,false,,2025-08-06T21:56:00.648Z,,,,,,Default option,Default option value,,3900,13000,prod_01K20P4KYNH6ETFQ6ZFK1Q992P,2025-08-06T21:56:00.648Z,0,,
prod_01K20P8MWNR636YWMJ28PZ46DR,bowl-of-barakah-islamic-calligraphy-frame,Bowl of Barakah | Islamic Calligraphy in Harmony,draft,"This elegant artwork features a bowl-shaped calligraphic form, symbolizing abundance, blessings (barakah), and divine grace. The intricate Arabic script curves upward like a vessel being filled, while structured verses below provide grounding balance. With ornate corner details and a refined black frame, its ideal for modern or traditional interiors seeking spiritual depth and artistic elegance.",Overflowing with divine verses and graceful symmetry.,,http://localhost:9000/static/1754517492447-Frame%204.jpg,pcol_01K20QJP2W99M1SCX97RN2CR45,,2025-08-06T21:58:12.631Z,,true,24,,http://localhost:9000/static/1754517492447-Frame%204.jpg,,,false,2,,,pk,sc_01K20F4ZKA5B6EPMVVZRNSBFAW,Allah & Islamic Names ,Shape-based Art,,,2025-08-06T22:21:30.607Z,,30,variant_01K20P8MXNEDN5M0WWHN89K01V,Default variant,,,,,,false,false,,2025-08-06T21:58:12.662Z,,,,,,Default option,Default option value,,4500,15000,prod_01K20P8MWNR636YWMJ28PZ46DR,2025-08-06T21:58:12.662Z,0,,
prod_01K20PBC8XC5Y4C2GRSJXA97CN,bismillah-bird-calligraphy-islamic-wall-art,Bismillah Bird | Minimalist Islamic Calligraphy Art,draft,"This unique piece features the phrase ""Bismillah"" (In the name of Allah) artistically shaped into a bird, symbolizing peace, divine guidance, and purity. Its minimalist black-on-white design gives it a modern, airy presenceperfect for serene spaces, meditation corners, or contemporary homes. Hand-drawn details and the natural fluidity of the form reflect both precision and spirituality.",A graceful flight of faith  in the name of Allah.,,http://localhost:9000/static/1754517581965-images%20(18).jpg,pcol_01K20M4VF5CYF38YD9XMFMSK3P,,2025-08-06T21:59:42.111Z,,true,22,,http://localhost:9000/static/1754517581965-images%20(18).jpg,,,false,2,,,pk,sc_01K20F4ZKA5B6EPMVVZRNSBFAW,Shape-based Art,Allah & Islamic Names ,Verses from Quran,Modern/Abstract Calligraphy,2025-08-06T21:59:42.111Z,,18,variant_01K20PBCAA947A72MFW37KNJAF,Default variant,,,,,,false,false,,2025-08-06T21:59:42.154Z,,,,,,Default option,Default option value,,3300,11000,prod_01K20PBC8XC5Y4C2GRSJXA97CN,2025-08-06T21:59:42.154Z,0,,
prod_01KDSZKT96R0279H3JCK98PAB0,mashaallah-bold-faith-wall-art,Masha Allah | Vivid Abstract Quranic Expression,published,"This eye-catching artwork is part of the Bold Faith Series, featuring the Arabic phrase Masha Allah La Quwwata Illa Billah (What Allah wills  there is no power except through Allah). The calligraphy flows dynamically over a textured background of bold, vibrant blocks, blending traditional scripture with expressive modern art. Each brushstroke speaks of strength, reliance on Allah, and divine decree.","Powerful color, powerful words  faith bursting through abstraction.",,http://localhost:9000/static/1767177316296-9cdab1b7-efe7-43e0-9ec2-07adab67143b.jfif,pcol_01KDSYQQYZ9D7BD0FMF92YPZZT,,2025-12-31T10:35:16.648Z,,true,,,http://localhost:9000/static/1767177316296-9cdab1b7-efe7-43e0-9ec2-07adab67143b.jfif,,,false,,,,,sc_01K20F4ZKA5B6EPMVVZRNSBFAW,,,,,2025-12-31T10:35:16.648Z,,,variant_01KDSZKTAVPJNX0VVWA5W6PS1A,Default variant,,,,,,false,false,,2025-12-31T10:35:16.699Z,,,,,,Default option,Default option value,,4809.66,15000,prod_01KDSZKT96R0279H3JCK98PAB0,2025-12-31T10:35:16.699Z,0,,
prod_01KDSZYS7QK95X41Z20N7R0R73,masha-allah-colorful-abstract-islamic-canvas,Masha Allah  Abstract Faith Burst,published,"This artwork boldly declares ""Masha Allah La Quwwata Illa Billah"" across a burst of vivid colorseach brushstroke symbolizing lifes varied blessings under divine protection. The black background intensifies the glowing Arabic calligraphy, while the abstract dabs of blue, red, yellow, and ochre bring energy and spiritual vibrance. A centerpiece for any living room, this piece speaks both of tradition and creativity.",A radiant expression of divine presence in modern colors.,,http://localhost:9000/static/1767177675742-963a1240-426d-4114-9183-411ae6e3d1db.jfif,pcol_01KDSYQQYZ9D7BD0FMF92YPZZT,,2025-12-31T10:41:16.024Z,,true,,,http://localhost:9000/static/1767177675742-963a1240-426d-4114-9183-411ae6e3d1db.jfif,,,false,,,,,sc_01K20F4ZKA5B6EPMVVZRNSBFAW,,,,,2025-12-31T10:41:16.024Z,,,variant_01KDSZYS8H99GM9RQ82VMPF43R,Default variant,,,,,,false,false,,2025-12-31T10:41:16.050Z,,,,,,Default option,Default option value,,3046.12,9500,prod_01KDSZYS7QK95X41Z20N7R0R73,2025-12-31T10:41:16.050Z,0,,
prod_01KDT2DYNT085B2VP82ZR9X8BF,divine-whirl-quranic-expression-art,Divine Whirl | Modern Quranic Expression Art,published,"A powerful composition that blends sacred scripture with raw expressive energy, this artwork presents swirling Arabic calligraphy in a tornado-like motion. The fusion of stark blacks, smoldering reds, and flowing white calligraphy evokes the force of divine revelation. Beneath the vortex, verses from the Quran anchor the composition, grounding it in timeless truth. Perfect for bold spaces, spiritual introspection zones, or modern Islamic interiors.","Where verses rise like a stormintense, unwavering, divine.",,http://localhost:9000/static/1767180270006-cdeb321a-0b90-4f89-b543-7299ceecbaad.jfif,pcol_01K20QJP2W99M1SCX97RN2CR45,,2025-12-31T11:24:30.267Z,,true,,,http://localhost:9000/static/1767180270006-cdeb321a-0b90-4f89-b543-7299ceecbaad.jfif,,,false,,,,,sc_01K20F4ZKA5B6EPMVVZRNSBFAW,Shape-based Art,,,,2025-12-31T11:24:30.267Z,,,variant_01KDT2DYPMZ7RM6M9BYZ2GVC6Y,Default variant,,,,,,false,false,,2025-12-31T11:24:30.292Z,,,,,,Default option,Default option value,,4168.37,13000,prod_01KDT2DYNT085B2VP82ZR9X8BF,2025-12-31T11:24:30.292Z,0,,
prod_01KDT372EGS4RKEAQS8RM675C2,kun-fayakun-abstract-minimal-islamic-art,Kun Fayakun | Modern Minimalist Islamic Art,published,"A modern interpretation of the powerful Quranic phrase Kun Fayakun (COFR ANJNCOHFO), meaning Be, and it is. This piece blends rich gold texture with calming teal tones, creating a serene yet commanding presence. The calligraphy is hand-rendered in clean white, giving it a contemporary, minimalist elegance. Perfect for modern interiors, meditation spaces, or as a daily reminder of divine power and creation.","Be, and it is.  Divine command in abstract form.",,,pcol_01KDSYS3CQ0SX87RS2BSPAT3PP,,2025-12-31T11:38:13.328Z,,true,,,,,,false,,,,,sc_01K20F4ZKA5B6EPMVVZRNSBFAW,,,,,2025-12-31T11:38:13.328Z,,,variant_01KDT372FA6C3RAE9Z0F4766BZ,Default variant,,,,,,false,false,,2025-12-31T11:38:13.354Z,,,,,,Default option,Default option value,,3206.44,10000,prod_01KDT372EGS4RKEAQS8RM675C2,2025-12-31T11:38:13.354Z,0,,
prod_01KDT44S7D8X6S9RYHDBRMH2DP,wa-rabbaka-fakabbir-abstract-islamic-calligraphy,Wa Rabbaka Fakabbir | Abstract Islamic Calligraphy on Canvas,published,"This powerful composition features the verse ""Wa Rabbaka Fakabbir"" (And magnify your Lord) brought to life in bold, dynamic calligraphy. Set against a richly textured background of earthy yellows, reds, blues, and blacks, the piece symbolizes spiritual strength and vibrant faith. Perfect for prayer corners or modern Islamic homes that value both beauty and meaning.",Declare the greatness of your Lord in every breath.,,http://localhost:9000/static/1767182066794-9b8e5ab2-3104-4aa9-bc35-ef4a127f1e2f.jfif,pcol_01KDSYQQYZ9D7BD0FMF92YPZZT,,2025-12-31T11:54:26.926Z,,true,,,http://localhost:9000/static/1767182066794-9b8e5ab2-3104-4aa9-bc35-ef4a127f1e2f.jfif,,,false,,,,,sc_01K20F4ZKA5B6EPMVVZRNSBFAW,,,,,2025-12-31T11:54:26.926Z,,,variant_01KDT44S851TQ8MA6HC4KN8AD9,Default variant,,,,,,false,false,,2025-12-31T11:54:26.949Z,,,,,,Default option,Default option value,,3527.08,11000,prod_01KDT44S7D8X6S9RYHDBRMH2DP,2025-12-31T11:54:26.949Z,0,,
